,kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds,main_meaning,wanikani_level,Number of Appearances on Twitter,Percentage of Appearances on Twitter,Rank of Appearances on Twitter,Number of Appearances on Wikipedia,Percentage of Appearances on Wikipedia,Rank of Appearances on Wikipedia,Number of Appearances on News,Percentage of Appearances on News,Rank of Appearances on News,Number of Appearances on Aozora,Percentage of Appearances on Aozora,Rank of Appearances on Aozora,Genki_Lesson
2086,令,5.0,804.0,grade 4,N2,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '卩': 'http:////jisho.org/search/%E5%8D%A9%20%23kanji'}","{'人 (亻)': 'man, human'}",,{'レイ': 'http:////jisho.org/search/%E4%BB%A4%20%E3%82%8C%E3%81%84'},"['令  【レイ】  command, order, dictation, nth year in the Reiwa era (May 1, 2019-)', '令状  【レイジョウ】  warrant, summons, written order', '号令  【ゴウレイ】  order (esp. to a number of people), command, ritual of bowing at start and end of school class', '政令  【セイレイ】  government ordinance, cabinet order']",,"['orders', 'laws', 'command', 'decree', 'good']",11.0,430.0,4.2978914544524455e-05,1558.0,276273.0,0.0003521354737575866,642.0,2334.0,0.00022619448422715044,809.0,12680.0,0.00024631247114618397,833.0,
2087,礼,5.0,1185.0,grade 3,N3,"{'乙': 'http:////jisho.org/search/%E4%B9%99%20%23kanji', '礼': 'http:////jisho.org/search/%E7%A4%BC%20%23kanji'}",{'示 (礻)': 'sign'},,"{'レイ': 'http:////jisho.org/search/%E7%A4%BC%20%E3%82%8C%E3%81%84', 'ライ': 'http:////jisho.org/search/%E7%A4%BC%20%E3%82%89%E3%81%84'}","['礼  【レイ】  thanks, gratitude, manners, etiquette, bow, reward, gift, ceremony, ritual', '礼儀  【レイギ】  manners, courtesy, etiquette', '巡礼  【ジュンレイ】  pilgrimage, pilgrim', '儀礼  【ギレイ】  etiquette, courtesy', '礼拝  【レイハイ】  worship (esp. Christian), adoration, divine service, worship (esp. Buddhist and Shinto)', '礼賛  【ライサン】  praise, worship, adoration, glorification', '頂礼  【チョウライ】  prostration, placing knees, hands and forehead on the ground to show utmost respect', '三礼  【サンライ】  adoration which is performed three times or repeatedly, act of worship which is performed three times or repeatedly']",,"['salute', 'bow', 'ceremony', 'thanks', 'remuneration']",4.0,2013.0,0.0002012012906468087,838.0,101477.0,0.00012934181577822887,1073.0,898.0,8.7027697873171e-05,1200.0,18303.0,0.0003555407854407418,630.0,
2088,冷,7.0,667.0,grade 4,N3,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '冫': 'http:////jisho.org/search/%E5%86%AB%20%23kanji', '卩': 'http:////jisho.org/search/%E5%8D%A9%20%23kanji'}",{'冫': 'ice'},{'レイ': 'http:////jisho.org/search/%E5%86%B7%20%E3%82%8C%E3%81%84'},"{'つめ.たい': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%A4%E3%82%81%E3%81%9F%E3%81%84', 'ひ.える': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%B2%E3%81%88%E3%82%8B', 'ひ.や': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%B2%E3%82%84', 'ひ.ややか': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%B2%E3%82%84%E3%82%84%E3%81%8B', 'ひ.やす': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%B2%E3%82%84%E3%81%99', 'ひ.やかす': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%B2%E3%82%84%E3%81%8B%E3%81%99', 'さ.める': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%95%E3%82%81%E3%82%8B', 'さ.ます': 'http:////jisho.org/search/%E5%86%B7%20%E3%81%95%E3%81%BE%E3%81%99'}","['冷  【レイ】  refrigerator, cold, cool, cold sake', '冷夏  【レイカ】  cool summer, cold summer, cooler-than-normal summer', '寒冷  【カンレイ】  cold, coldness, chilliness', '空冷  【クウレイ】  air cooling']","['冷たい  【つめたい】  cold (to the touch), chilly, icy, freezing, coldhearted, unfeeling, indifferent, unfriendly', '冷たい暗黒物質  【つめたいあんこくぶっしつ】  cold dark matter', '冷える  【ひえる】  to grow cold (from room temperature, e.g. in refrigerator), to get chilly, to cool down', '冷や  【ひや】  cold water, cold sake, cold, cool, chilled, unheated', ""冷やす  【ひやす】  to cool (from room temperature), to chill, to refrigerate, to calm down, to cool off, to regain one's composure, to relax, to be frightened (at), to be scared (of)"", 'お冷や  【おひや】  cold (drinking) water, cold boiled rice', '冷ややか  【ひややか】  cold, chilly, cool, cold (e.g. attitude), frigid, indifferent, surly, curt, composed, cool, calm', ""冷やす  【ひやす】  to cool (from room temperature), to chill, to refrigerate, to calm down, to cool off, to regain one's composure, to relax, to be frightened (at), to be scared (of)"", '冷やかす  【ひやかす】  to banter, to make fun of, to jeer at, to cool, to refrigerate, to window-shop, to look at without buying', '冷める  【さめる】  to cool down, to get cold, to cool off (excitement, temper, etc.), to subside, to dampen, to fade, to wane, to be cold (eyes, expression, etc.), to be composed', '冷ます  【さます】  to cool (e.g. from a high temperature to room temperature), to let cool, to dampen, to throw a damper on, to spoil']","['cool', 'cold (beer', 'person)', 'chill']",28.0,4086.0,0.00040839963913703935,522.0,102118.0,0.00013015882952433728,1070.0,1203.0,0.00011658610305281148,1080.0,20827.0,0.0004045701763849822,568.0,
2089,励,7.0,1254.0,junior high,N1,"{'力': 'http:////jisho.org/search/%E5%8A%9B%20%23kanji', '厂': 'http:////jisho.org/search/%E5%8E%82%20%23kanji', '斤': 'http:////jisho.org/search/%E6%96%A4%20%23kanji'}","{'力': 'power, force'}",{'レイ': 'http:////jisho.org/search/%E5%8A%B1%20%E3%82%8C%E3%81%84'},"{'はげ.む': 'http:////jisho.org/search/%E5%8A%B1%20%E3%81%AF%E3%81%92%E3%82%80', 'はげ.ます': 'http:////jisho.org/search/%E5%8A%B1%20%E3%81%AF%E3%81%92%E3%81%BE%E3%81%99'}","['励起  【レイキ】  (electrical) excitation', '励起状態  【レイキジョウタイ】  excited state', '精励  【セイレイ】  diligence, industry', '刻苦精励  【コックセイレイ】  being arduous, working diligently enduring hardships, making a strenuous effort']","['励む  【はげむ】  to strive, to endeavour, to endeavor, to make an effort, to be zealous', '励ます  【はげます】  to encourage, to cheer, to raise (the voice)']","['encourage', 'be diligent', 'inspire']",26.0,360.0,3.59823470605321e-05,1639.0,29432.0,3.7513804329895756e-05,1671.0,586.0,5.679090306645679e-05,1382.0,2911.0,5.654697188537395e-05,1831.0,
2090,戻,7.0,890.0,junior high,N3,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '大': 'http:////jisho.org/search/%E5%A4%A7%20%23kanji', '尸': 'http:////jisho.org/search/%E5%B0%B8%20%23kanji', '戸': 'http:////jisho.org/search/%E6%88%B8%20%23kanji'}","{'戶 (户, 戸)': 'door, house'}",{'レイ': 'http:////jisho.org/search/%E6%88%BB%20%E3%82%8C%E3%81%84'},"{'もど.す': 'http:////jisho.org/search/%E6%88%BB%20%E3%82%82%E3%81%A9%E3%81%99', 'もど.る': 'http:////jisho.org/search/%E6%88%BB%20%E3%82%82%E3%81%A9%E3%82%8B'}","['戻入  【レイニュウ】  reversal of monies, funds, commissions', '背戻  【ハイレイ】  disobeying, infringing, running counter to', '暴戻  【ボウレイ】  tyranny, atrocity']","['戻す  【もどす】  to put back, to return, to give back, to restore (to a previous state, e.g. defrosting, reconstituting, reconciling), to turn back (e.g. clock hand), to vomit, to throw up, to recover (of a market price)', '戻る  【もどる】  to turn back (e.g. half-way), to return, to go back, to recover (e.g. something lost), to be returned, to rebound, to spring back']","['re-', 'return', 'revert', 'resume', 'restore', 'go backwards']",37.0,5047.0,0.0005044525155958486,439.0,151784.0,0.00019346273703482256,896.0,2269.0,0.00021989515197575163,823.0,14279.0,0.00027737348387195284,774.0,
2091,例,8.0,399.0,grade 4,N3,"{'化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', '刈': 'http:////jisho.org/search/%E5%88%88%20%23kanji', '歹': 'http:////jisho.org/search/%E6%AD%B9%20%23kanji'}","{'人 (亻)': 'man, human'}",{'レイ': 'http:////jisho.org/search/%E4%BE%8B%20%E3%82%8C%E3%81%84'},{'たと.える': 'http:////jisho.org/search/%E4%BE%8B%20%E3%81%9F%E3%81%A8%E3%81%88%E3%82%8B'},"['例  【レイ】  custom, practice, habit, usual, said, aforementioned, instance, example, case, illustration, usage, precedent', '例会  【レイカイ】  regular meeting', '恒例  【コウレイ】  established practice, custom', '定例  【テイレイ】  regular, ordinary (e.g. session of parliament), established usage, precedent, regular practice']","['例える  【たとえる】  to compare (something) to, to liken, to speak figuratively, to use a simile, to use a metaphor', '例えるなら  【たとえるなら】  for example']","['example', 'custom', 'usage', 'precedent']",14.0,1839.0,0.00018380982290088483,882.0,393404.0,0.0005014297593978769,479.0,5097.0,0.0004939645613135329,517.0,32141.0,0.0006243477235890773,358.0,
2092,鈴,13.0,880.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '卩': 'http:////jisho.org/search/%E5%8D%A9%20%23kanji', '金': 'http:////jisho.org/search/%E9%87%91%20%23kanji'}","{'金 (釒)': 'metal, gold'}","{'レイ': 'http:////jisho.org/search/%E9%88%B4%20%E3%82%8C%E3%81%84', 'リン': 'http:////jisho.org/search/%E9%88%B4%20%E3%82%8A%E3%82%93'}",{'すず': 'http:////jisho.org/search/%E9%88%B4%20%E3%81%99%E3%81%9A'},"['鈴  【スズ】  bell (often globular)', '亜鈴  【アレイ】  dumbbell', '鉄アレイ  【テツアレイ】  (iron) dumbbells, (pair) of dumbbells', '鈴  【スズ】  bell (often globular)', '鈴を鳴らす  【リンヲナラス】  to ring a bell', '風鈴  【フウリン】  wind chime, wind bell']","['鈴  【すず】  bell (often globular)', '鈴懸の木  【すずかけのき】  plane tree (esp. the Oriental plane, Platanus orientalis)', '大鈴  【おおすず】  large bell (at a shrine)']","['small bell', 'buzzer']",39.0,1305.0,0.00013043600809442888,1048.0,187639.0,0.00023916324852736167,792.0,1443.0,0.00013984517598105315,1020.0,6728.0,0.00013069324178797522,1257.0,
2093,零,13.0,1217.0,junior high,N2,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '卩': 'http:////jisho.org/search/%E5%8D%A9%20%23kanji', '雨': 'http:////jisho.org/search/%E9%9B%A8%20%23kanji'}",{'雨': 'rain'},{'レイ': 'http:////jisho.org/search/%E9%9B%B6%20%E3%82%8C%E3%81%84'},"{'ぜろ': 'http:////jisho.org/search/%E9%9B%B6%20%E3%81%9C%E3%82%8D', 'こぼ.す': 'http:////jisho.org/search/%E9%9B%B6%20%E3%81%93%E3%81%BC%E3%81%99', 'こぼ.れる': 'http:////jisho.org/search/%E9%9B%B6%20%E3%81%93%E3%81%BC%E3%82%8C%E3%82%8B'}","['零  【レイ】  zero, nought', '零細  【レイサイ】  insignificant, trifling, paltry, cottage (industry), tiny (company)', '冪零  【ベキレイ】  nilpotent', '非零  【ヒレイ】  non-zero']","['０  【ゼロ】  zero, nought', '零因子  【ぜろいんし】  zero divisor, null factor, nil factor', ""零す  【こぼす】  to spill, to drop, to shed (tears), to grumble, to complain, to let one's feelings show"", '零れる  【こぼれる】  to spill, to fall out of, to overflow, to peek through, to become visible (although normally not), to escape (of a smile, tear, etc.)']","['zero', 'spill', 'overflow', 'nothing', 'cipher']",46.0,121.0,1.2094066650901068e-05,2103.0,25910.0,3.3024689799796114e-05,1731.0,175.0,1.6959740676842902e-05,1829.0,1557.0,3.0245151228281426e-05,2324.0,
2094,霊,15.0,1458.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', '二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '雨': 'http:////jisho.org/search/%E9%9B%A8%20%23kanji'}",{'雨': 'rain'},"{'レイ': 'http:////jisho.org/search/%E9%9C%8A%20%E3%82%8C%E3%81%84', 'リョウ': 'http:////jisho.org/search/%E9%9C%8A%20%E3%82%8A%E3%82%87%E3%81%86'}",{'たま': 'http:////jisho.org/search/%E9%9C%8A%20%E3%81%9F%E3%81%BE'},"['霊  【レイ】  soul, spirit, departed soul, ghost', '霊園  【レイエン】  cemetery', '心霊  【シンレイ】  spirit (e.g. human spirit), soul, spirit, ghost, ethereal being', '英霊  【エイレイ】  spirits of war dead, person of great ability, soul of a talented person', '霊異  【レイイ】  miracle, wonder, wondrous thing', '怨霊  【オンリョウ】  revengeful ghost, apparition', '精霊  【ショウリョウ】  spirit of the deceased']","['魂  【たましい】  soul, spirit', '魂送り  【たまおくり】  sending off the spirits of the dead']","['spirits', 'soul']",45.0,1285.0,0.0001284369888132882,1053.0,128372.0,0.00016362197911923683,973.0,822.0,7.96623247792278e-05,1236.0,12136.0,0.0002357451222263477,863.0,
2095,隷,16.0,2009.0,junior high,N1,"{'二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '士': 'http:////jisho.org/search/%E5%A3%AB%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', 'ヨ': 'http:////jisho.org/search/%E3%83%A8%20%23kanji', '水': 'http:////jisho.org/search/%E6%B0%B4%20%23kanji', '示': 'http:////jisho.org/search/%E7%A4%BA%20%23kanji', '隶': 'http:////jisho.org/search/%E9%9A%B6%20%23kanji'}","{'隶': 'slave, capture'}",{'レイ': 'http:////jisho.org/search/%E9%9A%B7%20%E3%82%8C%E3%81%84'},"{'したが.う': 'http:////jisho.org/search/%E9%9A%B7%20%E3%81%97%E3%81%9F%E3%81%8C%E3%81%86', 'しもべ': 'http:////jisho.org/search/%E9%9A%B7%20%E3%81%97%E3%82%82%E3%81%B9'}","['隷書  【レイショ】  clerical script (ancient, highly angular style of kanji)', '隷下  【レイカ】  subordinates, followers', '性奴隷  【セイドレイ】  sex slave, sexual slavery', '性的奴隷  【セイテキドレイ】  sex slave, sexual slavery']",,"['slave', 'servant', 'prisoner', 'criminal', 'follower']",34.0,110.0,1.0994606046273697e-05,2145.0,33596.0,4.282120719853146e-05,1613.0,85.0,8.237588328752265e-06,2061.0,1698.0,3.2984114826989e-05,2250.0,
2096,齢,17.0,770.0,junior high,N2,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '凵': 'http:////jisho.org/search/%E5%87%B5%20%23kanji', '卩': 'http:////jisho.org/search/%E5%8D%A9%20%23kanji', '止': 'http:////jisho.org/search/%E6%AD%A2%20%23kanji', '米': 'http:////jisho.org/search/%E7%B1%B3%20%23kanji', '歯': 'http:////jisho.org/search/%E6%AD%AF%20%23kanji'}","{'齒': 'tooth, molar'}",{'レイ': 'http:////jisho.org/search/%E9%BD%A2%20%E3%82%8C%E3%81%84'},"{'よわい': 'http:////jisho.org/search/%E9%BD%A2%20%E3%82%88%E3%82%8F%E3%81%84', 'とし': 'http:////jisho.org/search/%E9%BD%A2%20%E3%81%A8%E3%81%97'}","['齢  【レイ】  instar (developmental stage of arthropods)', '適齢  【テキレイ】  suitable age', ""加齢  【カレイ】  aging, ageing, adding to one's years""]","[""齢  【よわい】  (one's) age"", '齢を重ねる  【よわいをかさねる】  to grow old, to age']",['age'],38.0,874.0,8.735714258584737e-05,1237.0,200360.0,0.0002553773387991953,767.0,2462.0,0.0002385993231222127,797.0,3440.0,6.682294169896474e-05,1718.0,
2097,麗,19.0,1758.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '冂': 'http:////jisho.org/search/%E5%86%82%20%23kanji', '广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', '比': 'http:////jisho.org/search/%E6%AF%94%20%23kanji', '鹿': 'http:////jisho.org/search/%E9%B9%BF%20%23kanji'}",{'鹿': 'deer'},{'レイ': 'http:////jisho.org/search/%E9%BA%97%20%E3%82%8C%E3%81%84'},"{'うるわ.しい': 'http:////jisho.org/search/%E9%BA%97%20%E3%81%86%E3%82%8B%E3%82%8F%E3%81%97%E3%81%84', 'うら.らか': 'http:////jisho.org/search/%E9%BA%97%20%E3%81%86%E3%82%89%E3%82%89%E3%81%8B'}","['麗句  【レイク】  elegant phrase', ""麗景殿  【レイケイデン】  ladies' pavilion (of the inner Heian Palace)"", '豊麗  【ホウレイ】  rich (design), beautiful, splendid', '秀麗  【シュウレイ】  graceful, beautiful']","['麗しい  【うるわしい】  beautiful, lovely, heartwarming, beautiful', '麗らか  【うららか】  bright (weather, mood, voice, etc.), clear, fine, beautiful, glorious, splendid, cheerful']","['lovely', 'beautiful', 'graceful', 'resplendent']",28.0,4559.0,0.0004556764451360163,475.0,61106.0,7.788524488252957e-05,1320.0,165.0,1.5990612638166158e-05,1850.0,8993.0,0.00017469148683104362,1054.0,
2098,暦,14.0,1765.0,junior high,N1,"{'厂': 'http:////jisho.org/search/%E5%8E%82%20%23kanji', '广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '木': 'http:////jisho.org/search/%E6%9C%A8%20%23kanji', '麻': 'http:////jisho.org/search/%E9%BA%BB%20%23kanji'}","{'日': 'sun, day'}","{'レキ': 'http:////jisho.org/search/%E6%9A%A6%20%E3%82%8C%E3%81%8D', 'リャク': 'http:////jisho.org/search/%E6%9A%A6%20%E3%82%8A%E3%82%83%E3%81%8F'}",{'こよみ': 'http:////jisho.org/search/%E6%9A%A6%20%E3%81%93%E3%82%88%E3%81%BF'},"['暦  【コヨミ】  calendar, almanac', '暦年  【レキネン】  calendar year, civil year, time, year after year', '還暦  【カンレキ】  60th birthday', '改暦  【カイレキ】  calendar reform, adoption of new calendar system, new calendar (for a new year), new year', '暦応  【リャクオウ】  Ryakuō era (of the Northern Court) (1338.8.28-1342.4.27), Rekiō era', '暦仁  【リャクニン】  Ryakunin era (1238.11.23-1239.2.7)', '永暦  【エイリャク】  Eiryaku era (1160.1.10-1161.9.4)', '康暦  【コウリャク】  Kōryaku era (of the Northern Court) (1379.3.22-1381.2.24)']","['暦  【こよみ】  calendar, almanac', '暦改正  【こよみかいせい】  calendar reform']","['calendar', 'almanac']",45.0,103.0,1.0294949297874465e-05,2175.0,158687.0,0.00020226124856272657,872.0,98.0,9.497454779032023e-06,2024.0,2676.0,5.198203255419467e-05,1894.0,
2099,歴,14.0,632.0,grade 4,N2,"{'厂': 'http:////jisho.org/search/%E5%8E%82%20%23kanji', '广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', '木': 'http:////jisho.org/search/%E6%9C%A8%20%23kanji', '止': 'http:////jisho.org/search/%E6%AD%A2%20%23kanji', '麻': 'http:////jisho.org/search/%E9%BA%BB%20%23kanji'}",{'止': 'stop'},,"{'レキ': 'http:////jisho.org/search/%E6%AD%B4%20%E3%82%8C%E3%81%8D', 'レッキ': 'http:////jisho.org/search/%E6%AD%B4%20%E3%82%8C%E3%81%A3%E3%81%8D'}","['歴  【レキ】  history of, experience of', '歴史  【レキシ】  history', '略歴  【リャクレキ】  brief personal record, short curriculum vitae, short CV', '来歴  【ライレキ】  history, career', '歴とした  【レッキトシタ】  accepted, fully-fledged, clear, respectable']",,"['curriculum', 'continuation', 'passage of time']",19.0,1454.0,0.00014532870173892688,1007.0,900305.0,0.00114752193555405,214.0,3094.0,0.00029984821516658243,704.0,18783.0,0.0003648649168405973,624.0,
2100,列,6.0,927.0,grade 3,N3,"{'刈': 'http:////jisho.org/search/%E5%88%88%20%23kanji', '歹': 'http:////jisho.org/search/%E6%AD%B9%20%23kanji'}","{'刀 (刂)': 'knife, sword'}",,"{'レツ': 'http:////jisho.org/search/%E5%88%97%20%E3%82%8C%E3%81%A4', 'レ': 'http:////jisho.org/search/%E5%88%97%20%E3%82%8C'}","['列  【レツ】  row, line, file, column, queue, rank, procession, company (of someone), group, ranks, sequence, counter for rows', '列伝  【レツデン】  series of biographies', '配列  【ハイレツ】  arrangement, disposition, array (programming)', '系列  【ケイレツ】  series, sequence, system, succession, keiretsu (group), conglomeration of businesses linked by cross-shareholdings, affiliated, subsidiary', '列  【レツ】  row, line, file, column, queue, rank, procession, company (of someone), group, ranks, sequence, counter for rows', '列車  【レッシャ】  train, railway train', '加密列  【カミツレ】  German chamomile (Matricaria recutita), German camomile']",,"['file', 'row', 'rank', 'tier', 'column']",15.0,1765.0,0.00017641345156066434,908.0,492116.0,0.0006272473271137192,394.0,2600.0,0.00025197329005595165,773.0,12206.0,0.00023710489138882666,859.0,
2101,劣,6.0,1620.0,junior high,N1,"{'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '力': 'http:////jisho.org/search/%E5%8A%9B%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji'}","{'力': 'power, force'}",{'レツ': 'http:////jisho.org/search/%E5%8A%A3%20%E3%82%8C%E3%81%A4'},{'おと.る': 'http:////jisho.org/search/%E5%8A%A3%20%E3%81%8A%E3%81%A8%E3%82%8B'},"['劣  【レツ】  sub-, inferior, minor', '劣悪  【レツアク】  inferiority, coarseness', '卑劣  【ヒレツ】  mean, contemptible, despicable, dirty, foul, cowardly, base', '拙劣  【セツレツ】  clumsy, unskillful']","['劣る  【おとる】  to be inferior to, to be less good at, to fall behind']","['inferiority', 'be inferior to', 'be worse']",49.0,224.0,2.2389015948775532e-05,1859.0,27853.0,3.5501222886673905e-05,1692.0,366.0,3.547008621556858e-05,1554.0,4704.0,9.137648771858436e-05,1507.0,
2102,烈,10.0,1397.0,junior high,N1,"{'刈': 'http:////jisho.org/search/%E5%88%88%20%23kanji', '歹': 'http:////jisho.org/search/%E6%AD%B9%20%23kanji', '杰': 'http:////jisho.org/search/%E6%9D%B0%20%23kanji'}",{'火 (灬)': 'fire'},{'レツ': 'http:////jisho.org/search/%E7%83%88%20%E3%82%8C%E3%81%A4'},{'はげ.しい': 'http:////jisho.org/search/%E7%83%88%20%E3%81%AF%E3%81%92%E3%81%97%E3%81%84'},"['烈日  【レツジツ】  blazing sun, scorching sun, hot day', '烈女  【レツジョ】  heroine', '痛烈  【ツウレツ】  severe, bitter, scathing', '壮烈  【ソウレツ】  heroic, brave']","['激しい  【はげしい】  violent, furious, tempestuous, extreme, intense, fierce, strong, fervent, vehement, incessant, relentless, precipitous, steep', '激しい競争  【はげしいきょうそう】  intense competition, hot competition']","['ardent', 'violent', 'vehement', 'furious', 'severe', 'extreme']",29.0,416.0,4.1579601047725984e-05,1575.0,31935.0,4.070410917624426e-05,1638.0,320.0,3.1012097237655584e-05,1613.0,8007.0,0.00015553816691384032,1138.0,
2103,裂,12.0,1041.0,junior high,N1,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '刈': 'http:////jisho.org/search/%E5%88%88%20%23kanji', '歹': 'http:////jisho.org/search/%E6%AD%B9%20%23kanji', '衣': 'http:////jisho.org/search/%E8%A1%A3%20%23kanji'}",{'衣 (衤)': 'clothes'},{'レツ': 'http:////jisho.org/search/%E8%A3%82%20%E3%82%8C%E3%81%A4'},"{'さ.く': 'http:////jisho.org/search/%E8%A3%82%20%E3%81%95%E3%81%8F', 'さ.ける': 'http:////jisho.org/search/%E8%A3%82%20%E3%81%95%E3%81%91%E3%82%8B', '-ぎ.れ': 'http:////jisho.org/search/%E8%A3%82%20%E3%81%8E%E3%82%8C'}","['裂孔ヘルニア  【レツコウヘルニア】  hiatal hernia, hiatus hernia', '裂肉歯  【レツニクシ】  carnassial, carnassial tooth', '核分裂  【カクブンレツ】  nuclear fission, karyokinesis (division of a cell nucleus during mitosis or meiosis)', '炸裂  【サクレツ】  violent explosion, bursting']","[""裂く  【さく】  to tear, to rip up, to cut up, to cleave, to cut open (esp. the abdomen), to forcibly separate (e.g. two lovers), to spare (time, money, etc.), to use part of something, to have a tattoo in the corner of one's eye"", '裂ける  【さける】  to split, to tear, to burst, to be separated, to be divided']","['split', 'rend', 'tear']",43.0,500.0,4.997548202851681e-05,1492.0,51210.0,6.527187821874021e-05,1407.0,531.0,5.146069885373474e-05,1425.0,5742.0,0.00011153992187077194,1365.0,
2104,恋,10.0,1296.0,junior high,N2,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '心': 'http:////jisho.org/search/%E5%BF%83%20%23kanji'}","{'心 (忄, ⺗)': 'heart'}",{'レン': 'http:////jisho.org/search/%E6%81%8B%20%E3%82%8C%E3%82%93'},"{'こ.う': 'http:////jisho.org/search/%E6%81%8B%20%E3%81%93%E3%81%86', 'こい': 'http:////jisho.org/search/%E6%81%8B%20%E3%81%93%E3%81%84', 'こい.しい': 'http:////jisho.org/search/%E6%81%8B%20%E3%81%93%E3%81%84%E3%81%97%E3%81%84'}","['恋愛  【レンアイ】  love, love-making, passion, emotion, affections', '恋歌  【コイウタ】  love song, love poem, mating call (animals)', '悲恋  【ヒレン】  blighted love, disappointed love', '破恋  【ハレン】  disappointed love, broken heart, unrequited love, being lovelorn']","['恋う  【こう】  to love', '恋  【こい】  (romantic) love', '恋人  【こいびと】  lover, sweetheart, boyfriend, girlfriend', '片恋  【かたこい】  unrequited love, one-sided love', 'ガチ恋  【ガチこい】  falling in love with an idol, fans who are in love with an idol, etc.', '恋しい  【こいしい】  yearned for, longed for, missed']","['romance', 'in love', 'yearn for', 'miss', 'darling']",17.0,3681.0,0.0003679194986939408,557.0,212769.0,0.00027119375623360935,740.0,567.0,5.494955979297099e-05,1394.0,19412.0,0.000377083414029158,603.0,
2105,連,10.0,30.0,grade 4,N3,"{'込': 'http:////jisho.org/search/%E8%BE%BC%20%23kanji', '車': 'http:////jisho.org/search/%E8%BB%8A%20%23kanji'}","{'辵 (辶, ⻌, ⻍)': 'walk'}",{'レン': 'http:////jisho.org/search/%E9%80%A3%20%E3%82%8C%E3%82%93'},"{'つら.なる': 'http:////jisho.org/search/%E9%80%A3%20%E3%81%A4%E3%82%89%E3%81%AA%E3%82%8B', 'つら.ねる': 'http:////jisho.org/search/%E9%80%A3%20%E3%81%A4%E3%82%89%E3%81%AD%E3%82%8B', 'つ.れる': 'http:////jisho.org/search/%E9%80%A3%20%E3%81%A4%E3%82%8C%E3%82%8B', '-づ.れ': 'http:////jisho.org/search/%E9%80%A3%20%E3%81%A5%E3%82%8C'}","['連  【レン】  two reams (of paper), 1000 sheets (of paper), stanza, verse, tribe (in taxonomy), forecast (bet), bet which predicts the top 2 finishers (i.e. quinella or perfecta bet), party, company, group, set, things strung in a line, e.g. pearls, dried fish, spans of a bridge, etc., falcon', '連邦捜査局  【レンポウソウサキョク】  Federal Bureau of Investigation, FBI', '労連  【ロウレン】  labour union, labor union', '常連  【ジョウレン】  regular customer, regular patron, frequenter, constant companion']","['連なる  【つらなる】  to extend, to stretch out, to stand in a row, to attend, to participate in, to enrol, to enroll, to join, to have a connection, to be related, to be linked', '連ねる  【つらねる】  to line up, to put in a row, to add (to a group), to accept (as a member of an organization, etc.), to join (e.g. a list), to link, to put together, to string together (e.g. compliments), to enumerate, to take along with, to bring with', '連れる  【つれる】  to take (someone) with one, to bring along, to go with, to be accompanied by']","['take along', 'lead', 'join', 'connect', 'party', 'gang', 'clique']",19.0,14315.0,0.0014307980504764362,162.0,1808447.0,0.002305032851963407,87.0,32305.0,0.0031307681289451986,54.0,39567.0,0.0007685998064543425,289.0,12
